Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-02-07 00:00:00-05:00,20.99410488504697,21.13043150777449,20.585128731435667,20.71171760559082,10204900,0.0,0.0
2025-02-10 00:00:00-05:00,20.828566477764785,20.906466607576572,20.52183576135402,20.867517471313477,10673500,0.0,0.0
2025-02-11 00:00:00-05:00,20.672765633884623,20.86264707885405,20.565654119224114,20.62407875061035,11291800,0.0,0.0
2025-02-12 00:00:00-05:00,20.43906617474379,20.716585507977097,20.31247915813859,20.536441802978516,7928600,0.0,0.0
2025-02-13 00:00:00-05:00,20.69224137567874,20.87725487743065,20.439065493619697,20.721454620361328,9625100,0.0,0.0
2025-02-14 00:00:00-05:00,20.731192943150663,21.198593727312577,20.624079566964785,21.140167236328125,9807700,0.0,0.0
2025-02-18 00:00:00-05:00,21.23267359550293,21.286230280259005,20.731191651487872,21.208330154418945,11685600,0.0,0.0
2025-02-19 00:00:00-05:00,21.13043245926702,21.330051670775237,21.033056826444195,21.2764949798584,8427700,0.0,0.0
2025-02-20 00:00:00-05:00,21.28623131104967,21.38847488292489,20.969760989776173,21.16938018798828,8675800,0.0,0.0
2025-02-21 00:00:00-05:00,21.315443213407846,21.398213147842238,20.507228652686774,20.585128784179688,7811900,0.0,0.0
2025-02-24 00:00:00-05:00,20.643553592005873,20.698083493874705,20.11772635435273,20.205364227294922,13306200,0.0,0.0
2025-02-25 00:00:00-05:00,20.166412917217638,20.185888412515848,19.635719599982345,19.75743865966797,11058000,0.0,0.0
2025-02-26 00:00:00-05:00,19.95218976720695,20.239446847212086,19.7087516267716,19.83534049987793,10821500,0.0,0.0
2025-02-27 00:00:00-05:00,19.952188872090737,20.137202370561305,19.290036862647053,19.319250106811523,9331100,0.0,0.0
2025-02-28 00:00:00-05:00,19.085551901885424,19.504265829565643,18.735000361076732,19.2900390625,17708400,0.0,0.0
2025-03-03 00:00:00-05:00,19.54321153950075,19.56268703441384,18.389315396538688,18.53050994873047,11757900,0.0,0.0
2025-03-04 00:00:00-05:00,18.364974536345187,18.618150433923795,17.853752938132907,18.34549903869629,16369000,0.0,0.0
2025-03-05 00:00:00-05:00,18.452610599736833,18.598673103135848,18.087453412596542,18.394184112548828,15371900,0.0,0.0
2025-03-06 00:00:00-05:00,17.839145550442677,18.19748650111557,17.410693929259303,17.48859405517578,25150000,0.0,0.0
2025-03-07 00:00:00-05:00,14.859464029909468,15.61899168211599,14.538125764992396,15.395028114318848,81950800,0.0,0.0
2025-03-10 00:00:00-04:00,15.102902749643246,15.258703013973548,14.460226194959333,14.684188842773438,32930200,0.0,0.0
2025-03-11 00:00:00-04:00,14.62576405289044,15.098033715214434,14.528388424395086,14.93736457824707,29627200,0.0,0.0
2025-03-12 00:00:00-04:00,14.849727077878725,15.112640724350388,14.5381265445578,14.693926811218262,26594000,0.0,0.0
2025-03-13 00:00:00-04:00,14.713399273681357,15.020131817316093,14.255736288051521,14.38232421875,30915000,0.0,0.0
2025-03-14 00:00:00-04:00,14.654976619532427,15.27817768085779,14.654976619532427,15.210015296936035,27800100,0.0,0.0
2025-03-17 00:00:00-04:00,15.23922755513692,15.541091264522139,15.190540668892735,15.424241065979004,19419600,0.0,0.0
2025-03-18 00:00:00-04:00,15.341472079279697,15.6189923459049,15.307390887407172,15.511878967285156,24407600,0.0,0.0
2025-03-19 00:00:00-04:00,15.657939779092539,16.110734830151962,15.642359011381531,15.911115646362305,21482800,0.0,0.0
2025-03-20 00:00:00-04:00,15.677417645055565,16.04744282561179,15.639441723543971,15.804004669189453,19402600,0.0,0.0
2025-03-21 00:00:00-04:00,15.646945534191568,15.823637502037007,15.490869267508504,15.754922866821289,47407400,0.13,0.0
2025-03-24 00:00:00-04:00,16.09848807485748,16.24572997280328,16.015051685858378,16.177017211914062,24161700,0.0,0.0
2025-03-25 00:00:00-04:00,16.15738553728506,16.284996563690168,16.098489148634783,16.216283798217773,21198200,0.0,0.0
2025-03-26 00:00:00-04:00,16.196650021577845,16.245730030306063,15.740198825732612,15.774555206298828,23621500,0.0,0.0
